%time,field.header.seq,field.header.stamp,field.header.frame_id,field.vector.x,field.vector.y,field.vector.z
1661312216973143223,31383,1661312216973143223,,0.465745955706,-0.798187255859,0.0184056982398
1661312216978022810,31384,1661312216978022810,,0.487333267927,-0.788665771484,0.00847347266972
1661312216982987116,31385,1661312216982987116,,0.48788896203,-0.769470214844,-0.0271135084331
1661312216987920552,31386,1661312216987920552,,0.394408941269,-0.759246826172,-0.0221138801426
1661312216993051364,31387,1661312216993051364,,0.483140796423,-0.890533447266,-0.0121034467593
1661312216998002750,31388,1661312216998002750,,0.241386547685,-0.899932861328,-0.00211536022834
1661312217002976415,31389,1661312217002976415,,0.26242724061,-1.01251220703,0.00858663208783
1661312217015752112,31390,1661312217015752112,,0.386720895767,-0.978240966797,-0.0414649546146
1661312217016168656,31391,1661312217016168656,,0.393300294876,-0.895263671875,-0.0169160068035
1661312217017966697,31392,1661312217017966697,,0.335877627134,-0.953491210938,-0.0224152561277
1661312217023023755,31393,1661312217023023755,,0.288528889418,-1.01309204102,-0.0220411140472
1661312217028043028,31394,1661312217028043028,,0.25167798996,-1.02807617188,-0.02154722251
1661312217032993855,31395,1661312217032993855,,0.44166842103,-0.890869140625,0.00735878339037
1661312217037945311,31396,1661312217037945311,,0.367118626833,-1.00302124023,-0.0326179116964
1661312217043041970,31397,1661312217043041970,,0.420849710703,-0.971099853516,0.0227120444179
1661312217047999153,31398,1661312217047999153,,0.262931078672,-0.869140625,-0.0423200950027
1661312217059036316,31399,1661312217059036316,,0.389473587275,-0.909851074219,-0.0365865044296
1661312217059707019,31400,1661312217059707019,,0.441904067993,-0.837677001953,0.00270808488131
1661312217063079881,31401,1661312217063079881,,0.437258630991,-0.907867431641,-0.01629807055
1661312217068072824,31402,1661312217068072824,,0.439197301865,-0.842864990234,-0.0220385361463
1661312217072936487,31403,1661312217072936487,,0.400583207607,-0.834747314453,0.00886680837721
1661312217078073935,31404,1661312217078073935,,0.480893611908,-0.851501464844,0.0189024507999
1661312217082963439,31405,1661312217082963439,,0.362855106592,-0.697723388672,-0.0118089467287
1661312217087954077,31406,1661312217087954077,,0.425318002701,-0.684661865234,-0.0219646226615
1661312217093062749,31407,1661312217093062749,,0.530032336712,-0.636291503906,0.013174591586
1661312217098251113,31408,1661312217098251113,,0.441670060158,-0.575866699219,0.00870236940682
1661312217103049612,31409,1661312217103049612,,0.533379018307,-0.669219970703,-0.00672022206709
1661312217107905522,31410,1661312217107905522,,0.556927442551,-0.644409179688,-0.0370050519705
1661312217113030189,31411,1661312217113030189,,0.408227235079,-0.613861083984,-0.00714993989095
1661312217118185796,31412,1661312217118185796,,0.533307790756,-0.791839599609,0.032536841929
1661312217122929049,31413,1661312217122929049,,0.410953074694,-0.708312988281,-0.0368936099112
1661312217128027734,31414,1661312217128027734,,0.45357093215,-0.746063232422,-0.0269235726446
1661312217138771347,31415,1661312217138771347,,0.385396152735,-0.766418457031,0.0136699136347
1661312217139346923,31416,1661312217139346923,,0.444572091103,-0.854156494141,-0.0068737748079
1661312217143134654,31417,1661312217143134654,,0.305719524622,-0.916778564453,-0.0271524693817
1661312217148092255,31418,1661312217148092255,,0.354950249195,-0.929504394531,-0.012111755088
1661312217152953194,31419,1661312217152953194,,0.344607681036,-0.988922119141,0.0134438816458
1661312217157970582,31420,1661312217157970582,,0.437171190977,-0.897308349609,0.0124380541965
1661312217163036091,31421,1661312217163036091,,0.316313803196,-0.897338867188,0.00763237057254
1661312217167973578,31422,1661312217167973578,,0.356650322676,-1.07354736328,0.00771057978272
1661312217177352946,31423,1661312217177352946,,0.191281795502,-0.987945556641,-0.0122317904606
1661312217178420358,31424,1661312217178420358,,0.437353760004,-1.07150268555,-0.017176989466
1661312217183062827,31425,1661312217183062827,,0.310513615608,-1.03540039062,0.0178699810058
1661312217187985228,31426,1661312217187985228,,0.346484392881,-1.06903076172,-0.037259157747
1661312217193053671,31427,1661312217193053671,,0.300895035267,-1.08624267578,-0.0216939020902
1661312217198016092,31428,1661312217198016092,,0.397722750902,-1.06274414062,-0.0121856667101
1661312217202979491,31429,1661312217202979491,,0.179764211178,-0.984924316406,-0.0366257540882
1661312217207901403,31430,1661312217207901403,,0.342691957951,-0.883361816406,-0.0272710714489
1661312217220122197,31431,1661312217220122197,,0.502630770206,-0.845520019531,-0.0225963108242
1661312217220705806,31432,1661312217220705806,,0.39751380682,-0.830963134766,0.00334320869297
1661312217222981014,31433,1661312217222981014,,0.492949098349,-0.836639404297,-0.0165180880576
1661312217229019088,31434,1661312217229019088,,0.488148510456,-0.724273681641,0.0125721264631
1661312217233176498,31435,1661312217233176498,,0.524316489697,-0.671325683594,-0.0270613692701
1661312217238015925,31436,1661312217238015925,,0.355365723372,-0.672698974609,-0.0315991975367
1661312217242920097,31437,1661312217242920097,,0.48876875639,-0.708923339844,-0.00712444353849
1661312217248038478,31438,1661312217248038478,,0.42300632596,-0.673614501953,0.00268172891811
1661312217252969190,31439,1661312217252969190,,0.570693552494,-0.636474609375,0.0233107898384
1661312217258925129,31440,1661312217258925129,,0.501930594444,-0.582214355469,-0.00212624645792
1661312217263141556,31441,1661312217263141556,,0.494274318218,-0.787170410156,-0.0117696980014
1661312217268215167,31442,1661312217268215167,,0.407199949026,-0.779754638672,-0.0368331670761
1661312217272927270,31443,1661312217272927270,,0.472198396921,-0.702575683594,-0.0115101495758
1661312217278061505,31444,1661312217278061505,,0.427827864885,-0.725372314453,0.0177293177694
1661312217282991030,31445,1661312217282991030,,0.315939694643,-0.773254394531,0.0234196484089
1661312217287958410,31446,1661312217287958410,,0.309072196484,-0.799835205078,-0.0119776818901
