%time,field.header.seq,field.header.stamp,field.header.frame_id,field.vector.x,field.vector.y,field.vector.z
1661303321545432443,4310,1661303321545432443,,0.856117129326,-0.537963867188,-0.0375668369234
1661303321550400146,4311,1661303321550400146,,0.88038110733,-0.351989746094,-0.0124434968457
1661303321555442784,4312,1661303321555442784,,1.03725242615,-0.357727050781,-0.0180473104119
1661303321560478089,4313,1661303321560478089,,0.982844173908,-0.497924804688,-0.0330502130091
1661303321565432314,4314,1661303321565432314,,0.942065298557,-0.615264892578,-0.00727914227173
1661303321570417686,4315,1661303321570417686,,1.00561141968,-0.519165039062,-0.00342284957878
1661303321577186271,4316,1661303321577186271,,0.96190983057,-0.448211669922,-0.0033139877487
1661303321580470837,4317,1661303321580470837,,1.09417176247,-0.410766601562,-0.0124732917175
1661303321585484073,4318,1661303321585484073,,1.02557325363,-0.580291748047,0.00699724722654
1661303321590482714,4319,1661303321590482714,,0.923430383205,-0.547424316406,-0.0124062551185
1661303321595499582,4320,1661303321595499582,,0.842125475407,-0.532012939453,-0.0431781001389
1661303321600388230,4321,1661303321600388230,,0.994157016277,-0.510040283203,-0.0623759105802
1661303321605373462,4322,1661303321605373462,,1.0272449255,-0.4326171875,-0.0480983778834
1661303321610485658,4323,1661303321610485658,,0.942344009876,-0.536987304688,-0.0378395617008
1661303321617467944,4324,1661303321617467944,,1.0080139637,-0.666839599609,-0.0324437357485
1661303321620419946,4325,1661303321620419946,,0.934330523014,-0.688385009766,-0.0130803389475
1661303321625657080,4326,1661303321625657080,,0.975903391838,-0.604553222656,0.00192657066509
1661303321630487344,4327,1661303321630487344,,1.07128787041,-0.497497558594,0.0372041538358
1661303321635390169,4328,1661303321635390169,,0.920230031013,-0.623321533203,-0.0326362475753
1661303321640560748,4329,1661303321640560748,,0.986443281174,-0.667877197266,-0.0128222219646
1661303321645464131,4330,1661303321645464131,,0.951347053051,-0.6640625,-0.0277887396514
1661303321650373450,4331,1661303321650373450,,1.10748267174,-0.611236572266,-0.0227779373527
1661303321657088471,4332,1661303321657088471,,0.992995977402,-0.633575439453,-0.0328972302377
1661303321660490572,4333,1661303321660490572,,1.04532694817,-0.568511962891,-0.0331831388175
1661303321665559259,4334,1661303321665559259,,0.909503102303,-0.886566162109,-0.00289400992915
1661303321670419972,4335,1661303321670419972,,0.983881592751,-0.636901855469,-0.0376052260399
1661303321675486564,4336,1661303321675486564,,1.05404663086,-0.543518066406,-0.0079704169184
1661303321680663847,4337,1661303321680663847,,1.01184165478,-0.636535644531,-0.00745847821236
1661303321685414078,4338,1661303321685414078,,1.04772758484,-0.652008056641,0.0322813019156
1661303321690518173,4339,1661303321690518173,,0.934852719307,-0.70068359375,-0.0324718095362
1661303321697242482,4340,1661303321697242482,,1.00288450718,-0.453399658203,0.00672938954085
